date, pm25
26/11/2019,85
27/11/2019,86
28/11/2019,81
29/11/2019,84
30/11/2019,88
1/12/2019,84
2/12/2019,91
3/12/2019,91
4/12/2019,99
5/12/2019,88
6/12/2019,85
7/12/2019,87
8/12/2019,95
9/12/2019,96
10/12/2019,106
11/12/2019,112
12/12/2019,122
13/12/2019,126
14/12/2019,122
15/12/2019,115
16/12/2019,115
17/12/2019,116
18/12/2019,99
19/12/2019,93
20/12/2019,110
21/12/2019,97
22/12/2019,90
23/12/2019,85
24/12/2019,97
25/12/2019,121
26/12/2019,112
27/12/2019,133
28/12/2019,159
29/12/2019,128
1/7/2019,57
2/7/2019,74
3/7/2019,68
4/7/2019,68
5/7/2019,46
6/7/2019,50
7/7/2019,53
8/7/2019,58
9/7/2019,58
10/7/2019,60
11/7/2019,60
12/7/2019,59
13/7/2019,57
14/7/2019,49
15/7/2019,52
16/7/2019,56
17/7/2019,52
18/7/2019,56
19/7/2019,56
20/7/2019,56
21/7/2019,48
22/7/2019,46
23/7/2019,48
24/7/2019,50
25/7/2019,51
26/7/2019,52
27/7/2019,59
28/7/2019,54
29/7/2019,52
30/7/2019,54
31/7/2019,61
1/8/2019,50
2/8/2019,53
3/8/2019,49
4/8/2019,59
5/8/2019,42
6/8/2019,48
7/8/2019,53
8/8/2019,53
9/8/2019,61
10/8/2019,57
11/8/2019,49
12/8/2019,58
13/8/2019,64
14/8/2019,67
15/8/2019,67
16/8/2019,59
17/8/2019,66
18/8/2019,61
19/8/2019,53
20/8/2019,54
21/8/2019,53
22/8/2019,47
23/8/2019,52
24/8/2019,42
25/8/2019,48
26/8/2019,55
27/8/2019,56
28/8/2019,55
29/8/2019,58
30/8/2019,57
31/8/2019,47
1/9/2019,46
2/9/2019,53
3/9/2019,47
4/9/2019,62
5/9/2019,55
6/9/2019,53
7/9/2019,47
8/9/2019,56
9/9/2019,57
10/9/2019,56
11/9/2019,54
12/9/2019,53
13/9/2019,50
14/9/2019,55
15/9/2019,64
16/9/2019,65
17/9/2019,66
18/9/2019,62
19/9/2019,57
20/9/2019,60
21/9/2019,64
22/9/2019,63
23/9/2019,73
24/9/2019,86
25/9/2019,94
26/9/2019,96
27/9/2019,85
28/9/2019,90
29/9/2019,101
30/9/2019,101
1/4/2019,215
2/4/2019,214
3/4/2019,193
4/4/2019,189
5/4/2019,190
6/4/2019,177
7/4/2019,159
8/4/2019,154
9/4/2019,158
10/4/2019,165
11/4/2019,174
12/4/2019,175
13/4/2019,169
14/4/2019,149
15/4/2019,147
16/4/2019,152
17/4/2019,145
18/4/2019,125
19/4/2019,145
20/4/2019,150
21/4/2019,151
22/4/2019,132
23/4/2019,95
24/4/2019,113
25/4/2019,142
26/4/2019,136
27/4/2019,138
28/4/2019,143
29/4/2019,152
30/4/2019,149
1/5/2019,150
2/5/2019,155
3/5/2019,158
4/5/2019,140
5/5/2019,150
6/5/2019,150
7/5/2019,152
8/5/2019,148
9/5/2019,131
10/5/2019,127
11/5/2019,129
12/5/2019,105
13/5/2019,97
14/5/2019,84
15/5/2019,79
16/5/2019,99
17/5/2019,116
18/5/2019,126
19/5/2019,113
20/5/2019,142
21/5/2019,98
22/5/2019,62
23/5/2019,67
24/5/2019,85
25/5/2019,89
26/5/2019,82
27/5/2019,82
28/5/2019,77
29/5/2019,67
30/5/2019,54
31/5/2019,59
1/6/2019,58
2/6/2019,63
3/6/2019,48
4/6/2019,53
5/6/2019,56
6/6/2019,119
7/6/2019,58
8/6/2019,60
9/6/2019,59
10/6/2019,45
11/6/2019,47
12/6/2019,56
13/6/2019,55
14/6/2019,55
15/6/2019,67
16/6/2019,57
17/6/2019,52
18/6/2019,57
19/6/2019,57
20/6/2019,58
21/6/2019,59
22/6/2019,63
23/6/2019,65
24/6/2019,67
25/6/2019,61
26/6/2019,62
27/6/2019,48
28/6/2019,49
29/6/2019,47
30/6/2019,50
1/1/2019,88
2/1/2019,69
3/1/2019,69
4/1/2019,69
5/1/2019,70
6/1/2019,69
7/1/2019,83
8/1/2019,73
9/1/2019,65
10/1/2019,71
11/1/2019,77
12/1/2019,78
13/1/2019,79
14/1/2019,75
15/1/2019,83
16/1/2019,66
17/1/2019,79
18/1/2019,95
19/1/2019,104
20/1/2019,91
21/1/2019,81
22/1/2019,90
23/1/2019,103
24/1/2019,86
25/1/2019,94
26/1/2019,93
27/1/2019,128
28/1/2019,124
29/1/2019,129
30/1/2019,134
31/1/2019,113
1/2/2019,119
2/2/2019,130
3/2/2019,92
4/2/2019,77
5/2/2019,69
6/2/2019,83
7/2/2019,82
8/2/2019,79
9/2/2019,83
10/2/2019,89
11/2/2019,115
12/2/2019,165
13/2/2019,157
14/2/2019,122
15/2/2019,128
16/2/2019,145
17/2/2019,122
18/2/2019,133
19/2/2019,147
20/2/2019,145
21/2/2019,152
22/2/2019,153
23/2/2019,160
24/2/2019,142
25/2/2019,142
26/2/2019,153
27/2/2019,152
28/2/2019,158
1/3/2019,136
2/3/2019,132
3/3/2019,128
4/3/2019,111
5/3/2019,89
6/3/2019,93
7/3/2019,109
8/3/2019,127
9/3/2019,113
10/3/2019,142
11/3/2019,172
12/3/2019,202
13/3/2019,191
14/3/2019,204
15/3/2019,220
16/3/2019,200
17/3/2019,200
18/3/2019,176
19/3/2019,149
20/3/2019,140
21/3/2019,145
22/3/2019,190
23/3/2019,282
24/3/2019,254
25/3/2019,190
26/3/2019,176
27/3/2019,169
28/3/2019,162
29/3/2019,192
30/3/2019,278
31/3/2019,177
1/10/2018,65
2/10/2018,57
3/10/2018,62
4/10/2018,82
5/10/2018,101
6/10/2018,100
7/10/2018,99
8/10/2018,101
9/10/2018,99
10/10/2018,89
11/10/2018,66
12/10/2018,77
13/10/2018,68
14/10/2018,71
15/10/2018,70
16/10/2018,74
17/10/2018,67
18/10/2018,67
19/10/2018,70
20/10/2018,75
21/10/2018,65
22/10/2018,55
23/10/2018,54
24/10/2018,57
25/10/2018,58
26/10/2018,65
27/10/2018,66
28/10/2018,71
29/10/2018,73
30/10/2018,68
31/10/2018,77
1/11/2018,81
2/11/2018,85
3/11/2018,92
4/11/2018,86
5/11/2018,84
6/11/2018,77
7/11/2018,73
8/11/2018,71
9/11/2018,64
10/11/2018,54
11/11/2018,48
12/11/2018,50
13/11/2018,53
14/11/2018,58
15/11/2018,57
16/11/2018,62
17/11/2018,69
18/11/2018,70
19/11/2018,75
20/11/2018,75
21/11/2018,72
22/11/2018,74
23/11/2018,75
24/11/2018,73
25/11/2018,73
26/11/2018,74
27/11/2018,76
28/11/2018,69
29/11/2018,82
30/11/2018,87
1/12/2018,82
2/12/2018,83
3/12/2018,83
4/12/2018,85
5/12/2018,78
6/12/2018,80
7/12/2018,102
8/12/2018,128
9/12/2018,107
10/12/2018,70
11/12/2018,74
12/12/2018,74
13/12/2018,60
14/12/2018,64
15/12/2018,70
16/12/2018,65
17/12/2018,59
18/12/2018,72
19/12/2018,85
20/12/2018,96
21/12/2018,73
22/12/2018,58
23/12/2018,62
24/12/2018,72
25/12/2018,74
26/12/2018,68
27/12/2018,76
28/12/2018,92
29/12/2018,99
30/12/2018,70
1/7/2018,61
2/7/2018,63
3/7/2018,65
4/7/2018,60
5/7/2018,87
6/7/2018,59
7/7/2018,56
8/7/2018,64
9/7/2018,62
10/7/2018,63
11/7/2018,54
12/7/2018,52
13/7/2018,52
14/7/2018,65
15/7/2018,79
16/7/2018,149
17/7/2018,43
18/7/2018,73
19/7/2018,46
20/7/2018,52
21/7/2018,64
22/7/2018,69
23/7/2018,65
24/7/2018,64
25/7/2018,71
26/7/2018,79
27/7/2018,76
28/7/2018,64
29/7/2018,73
30/7/2018,77
31/7/2018,71
1/8/2018,75
2/8/2018,89
3/8/2018,76
4/8/2018,79
5/8/2018,77
6/8/2018,80
7/8/2018,69
8/8/2018,72
9/8/2018,73
10/8/2018,66
11/8/2018,62
12/8/2018,66
13/8/2018,54
14/8/2018,58
15/8/2018,73
16/8/2018,72
17/8/2018,75
18/8/2018,50
19/8/2018,54
20/8/2018,64
21/8/2018,64
22/8/2018,61
23/8/2018,65
24/8/2018,58
25/8/2018,57
26/8/2018,57
27/8/2018,48
28/8/2018,52
29/8/2018,58
30/8/2018,74
31/8/2018,65
1/9/2018,88
2/9/2018,57
3/9/2018,57
4/9/2018,58
5/9/2018,53
6/9/2018,56
7/9/2018,68
8/9/2018,57
9/9/2018,59
10/9/2018,60
11/9/2018,58
12/9/2018,89
13/9/2018,64
14/9/2018,51
15/9/2018,57
16/9/2018,63
17/9/2018,64
18/9/2018,42
19/9/2018,41
20/9/2018,40
21/9/2018,51
22/9/2018,55
23/9/2018,63
24/9/2018,61
25/9/2018,58
26/9/2018,53
27/9/2018,56
28/9/2018,58
29/9/2018,62
30/9/2018,59
1/4/2018,135
2/4/2018,142
3/4/2018,108
4/4/2018,125
5/4/2018,112
6/4/2018,89
7/4/2018,79
8/4/2018,64
9/4/2018,87
10/4/2018,125
11/4/2018,165
12/4/2018,158
13/4/2018,158
14/4/2018,169
15/4/2018,170
16/4/2018,146
17/4/2018,103
18/4/2018,85
19/4/2018,108
20/4/2018,142
21/4/2018,153
22/4/2018,166
23/4/2018,163
24/4/2018,168
25/4/2018,163
26/4/2018,133
27/4/2018,115
28/4/2018,111
29/4/2018,87
30/4/2018,79
1/5/2018,70
2/5/2018,50
3/5/2018,56
4/5/2018,65
5/5/2018,68
6/5/2018,86
7/5/2018,108
8/5/2018,121
9/5/2018,124
10/5/2018,201
11/5/2018,80
12/5/2018,108
13/5/2018,85
14/5/2018,83
15/5/2018,90
16/5/2018,91
17/5/2018,72
18/5/2018,62
19/5/2018,76
20/5/2018,81
21/5/2018,86
22/5/2018,64
23/5/2018,72
24/5/2018,55
25/5/2018,55
26/5/2018,60
27/5/2018,49
28/5/2018,52
29/5/2018,50
30/5/2018,51
31/5/2018,45
1/6/2018,92
2/6/2018,92
3/6/2018,123
4/6/2018,114
5/6/2018,77
6/6/2018,50
7/6/2018,58
8/6/2018,50
9/6/2018,52
10/6/2018,46
11/6/2018,39
12/6/2018,45
13/6/2018,49
14/6/2018,63
15/6/2018,61
16/6/2018,78
17/6/2018,97
18/6/2018,108
19/6/2018,103
20/6/2018,84
21/6/2018,65
22/6/2018,65
23/6/2018,63
24/6/2018,57
25/6/2018,67
26/6/2018,59
27/6/2018,50
28/6/2018,50
29/6/2018,53
30/6/2018,61
1/1/2018,84
2/1/2018,87
3/1/2018,85
4/1/2018,86
5/1/2018,81
6/1/2018,113
7/1/2018,122
8/1/2018,104
9/1/2018,91
10/1/2018,88
11/1/2018,109
12/1/2018,69
13/1/2018,78
14/1/2018,101
15/1/2018,109
16/1/2018,118
17/1/2018,115
18/1/2018,103
19/1/2018,96
20/1/2018,107
21/1/2018,117
22/1/2018,97
23/1/2018,98
24/1/2018,77
25/1/2018,83
26/1/2018,84
27/1/2018,94
28/1/2018,90
29/1/2018,94
30/1/2018,89
31/1/2018,102
1/2/2018,103
2/2/2018,109
3/2/2018,148
4/2/2018,150
5/2/2018,154
6/2/2018,161
7/2/2018,151
8/2/2018,142
9/2/2018,144
10/2/2018,131
11/2/2018,130
12/2/2018,151
13/2/2018,159
14/2/2018,159
15/2/2018,144
16/2/2018,109
17/2/2018,119
18/2/2018,132
19/2/2018,146
20/2/2018,152
21/2/2018,151
22/2/2018,128
23/2/2018,126
24/2/2018,130
25/2/2018,123
26/2/2018,143
27/2/2018,139
28/2/2018,162
1/3/2018,165
2/3/2018,163
3/3/2018,147
4/3/2018,150
5/3/2018,156
6/3/2018,171
7/3/2018,155
8/3/2018,175
9/3/2018,148
10/3/2018,114
11/3/2018,151
12/3/2018,145
13/3/2018,134
14/3/2018,156
15/3/2018,162
16/3/2018,168
17/3/2018,171
18/3/2018,173
19/3/2018,161
20/3/2018,152
21/3/2018,168
22/3/2018,162
23/3/2018,160
24/3/2018,158
25/3/2018,163
26/3/2018,161
27/3/2018,148
28/3/2018,163
29/3/2018,179
30/3/2018,180
31/3/2018,160
1/10/2017,68
2/10/2017,66
3/10/2017,57
4/10/2017,51
5/10/2017,49
6/10/2017,50
8/10/2017,51
9/10/2017,49
10/10/2017,56
11/10/2017,52
12/10/2017,53
13/10/2017,53
14/10/2017,60
15/10/2017,57
16/10/2017,53
17/10/2017,55
18/10/2017,58
19/10/2017,97
20/10/2017,60
21/10/2017,61
22/10/2017,65
23/10/2017,61
24/10/2017,60
25/10/2017,68
26/10/2017,70
27/10/2017,65
28/10/2017,68
29/10/2017,73
30/10/2017,103
31/10/2017,107
1/11/2017,101
2/11/2017,92
3/11/2017,92
4/11/2017,123
5/11/2017,108
6/11/2017,102
7/11/2017,92
8/11/2017,74
9/11/2017,68
10/11/2017,64
11/11/2017,66
12/11/2017,63
13/11/2017,70
14/11/2017,78
15/11/2017,77
16/11/2017,78
17/11/2017,81
18/11/2017,69
19/11/2017,74
20/11/2017,76
21/11/2017,78
22/11/2017,70
23/11/2017,77
24/11/2017,79
25/11/2017,75
26/11/2017,70
27/11/2017,79
28/11/2017,95
29/11/2017,83
30/11/2017,78
1/12/2017,76
2/12/2017,80
3/12/2017,83
4/12/2017,84
5/12/2017,86
6/12/2017,96
7/12/2017,105
8/12/2017,109
9/12/2017,114
10/12/2017,103
11/12/2017,80
12/12/2017,83
13/12/2017,78
14/12/2017,72
15/12/2017,86
16/12/2017,89
17/12/2017,96
18/12/2017,92
19/12/2017,128
20/12/2017,109
21/12/2017,109
22/12/2017,111
23/12/2017,119
24/12/2017,100
25/12/2017,89
26/12/2017,122
27/12/2017,103
28/12/2017,59
29/12/2017,67
30/12/2017,73
31/12/2017,74
1/7/2017,59
2/7/2017,68
3/7/2017,68
4/7/2017,77
5/7/2017,68
6/7/2017,60
7/7/2017,56
8/7/2017,58
9/7/2017,64
10/7/2017,56
11/7/2017,60
12/7/2017,51
13/7/2017,74
14/7/2017,65
15/7/2017,52
16/7/2017,51
17/7/2017,57
18/7/2017,54
19/7/2017,55
20/7/2017,58
21/7/2017,58
22/7/2017,56
23/7/2017,53
24/7/2017,58
25/7/2017,65
26/7/2017,53
27/7/2017,54
28/7/2017,61
29/7/2017,69
30/7/2017,95
31/7/2017,59
1/8/2017,61
2/8/2017,59
3/8/2017,60
4/8/2017,59
5/8/2017,62
6/8/2017,57
7/8/2017,57
8/8/2017,55
9/8/2017,53
10/8/2017,59
11/8/2017,60
12/8/2017,55
13/8/2017,55
14/8/2017,65
15/8/2017,59
16/8/2017,58
17/8/2017,57
18/8/2017,53
19/8/2017,55
20/8/2017,51
21/8/2017,51
22/8/2017,87
23/8/2017,50
24/8/2017,62
25/8/2017,68
26/8/2017,53
27/8/2017,48
28/8/2017,53
29/8/2017,54
30/8/2017,53
31/8/2017,53
1/9/2017,77
2/9/2017,50
3/9/2017,56
4/9/2017,59
5/9/2017,51
6/9/2017,51
9/9/2017,59
10/9/2017,59
11/9/2017,58
12/9/2017,61
13/9/2017,56
14/9/2017,60
15/9/2017,61
16/9/2017,61
17/9/2017,54
18/9/2017,48
19/9/2017,51
20/9/2017,53
21/9/2017,58
22/9/2017,58
23/9/2017,71
24/9/2017,70
25/9/2017,71
26/9/2017,124
27/9/2017,57
28/9/2017,66
29/9/2017,56
30/9/2017,61
1/4/2017,145
2/4/2017,98
3/4/2017,115
4/4/2017,139
5/4/2017,152
6/4/2017,158
7/4/2017,162
8/4/2017,196
9/4/2017,166
10/4/2017,157
11/4/2017,156
12/4/2017,164
13/4/2017,146
14/4/2017,90
15/4/2017,87
16/4/2017,78
17/4/2017,75
18/4/2017,75
19/4/2017,95
20/4/2017,105
21/4/2017,135
22/4/2017,158
23/4/2017,162
24/4/2017,159
25/4/2017,157
26/4/2017,155
27/4/2017,162
28/4/2017,150
29/4/2017,81
30/4/2017,88
1/5/2017,123
2/5/2017,116
3/5/2017,118
4/5/2017,135
5/5/2017,91
6/5/2017,63
7/5/2017,110
8/5/2017,141
9/5/2017,188
10/5/2017,93
11/5/2017,69
12/5/2017,73
13/5/2017,64
14/5/2017,35
15/5/2017,42
16/5/2017,48
17/5/2017,77
18/5/2017,42
19/5/2017,53
20/5/2017,78
21/5/2017,90
22/5/2017,107
23/5/2017,92
24/5/2017,79
25/5/2017,90
26/5/2017,66
27/5/2017,68
28/5/2017,84
29/5/2017,81
30/5/2017,77
31/5/2017,66
1/6/2017,77
2/6/2017,71
3/6/2017,69
4/6/2017,62
5/6/2017,72
6/6/2017,81
7/6/2017,75
8/6/2017,55
9/6/2017,55
10/6/2017,54
11/6/2017,61
12/6/2017,98
13/6/2017,66
14/6/2017,57
15/6/2017,58
16/6/2017,79
17/6/2017,69
18/6/2017,56
19/6/2017,58
20/6/2017,55
21/6/2017,56
22/6/2017,48
23/6/2017,54
24/6/2017,66
25/6/2017,52
26/6/2017,67
27/6/2017,57
28/6/2017,51
29/6/2017,50
30/6/2017,60
2/1/2017,67
3/1/2017,73
4/1/2017,67
5/1/2017,65
6/1/2017,68
7/1/2017,76
8/1/2017,87
9/1/2017,85
10/1/2017,90
11/1/2017,75
12/1/2017,66
13/1/2017,71
14/1/2017,82
15/1/2017,84
16/1/2017,94
17/1/2017,102
18/1/2017,106
19/1/2017,112
20/1/2017,101
21/1/2017,99
22/1/2017,87
23/1/2017,88
24/1/2017,97
25/1/2017,94
26/1/2017,92
27/1/2017,127
28/1/2017,94
29/1/2017,111
30/1/2017,108
31/1/2017,136
1/2/2017,139
2/2/2017,122
3/2/2017,109
4/2/2017,108
5/2/2017,104
6/2/2017,124
7/2/2017,138
8/2/2017,121
9/2/2017,127
10/2/2017,129
11/2/2017,152
12/2/2017,154
13/2/2017,151
14/2/2017,155
15/2/2017,152
16/2/2017,144
17/2/2017,137
18/2/2017,137
19/2/2017,151
20/2/2017,149
21/2/2017,136
22/2/2017,128
23/2/2017,107
24/2/2017,123
25/2/2017,120
26/2/2017,142
27/2/2017,136
28/2/2017,134
1/3/2017,139
2/3/2017,145
3/3/2017,163
4/3/2017,151
5/3/2017,155
6/3/2017,156
7/3/2017,155
8/3/2017,158
9/3/2017,128
10/3/2017,134
11/3/2017,123
12/3/2017,113
13/3/2017,121
14/3/2017,146
15/3/2017,142
16/3/2017,143
17/3/2017,146
18/3/2017,141
19/3/2017,141
20/3/2017,178
21/3/2017,163
22/3/2017,160
23/3/2017,185
24/3/2017,181
25/3/2017,148
26/3/2017,149
27/3/2017,124
28/3/2017,131
29/3/2017,175
30/3/2017,135
31/3/2017,147
1/10/2016,73
2/10/2016,67
3/10/2016,66
4/10/2016,67
5/10/2016,67
6/10/2016,63
7/10/2016,69
8/10/2016,190
9/10/2016,101
10/10/2016,92
11/10/2016,73
12/10/2016,59
13/10/2016,76
14/10/2016,98
15/10/2016,73
16/10/2016,61
17/10/2016,64
18/10/2016,84
19/10/2016,92
20/10/2016,88
21/10/2016,74
22/10/2016,68
23/10/2016,67
24/10/2016,69
25/10/2016,67
26/10/2016,63
27/10/2016,63
28/10/2016,57
29/10/2016,57
30/10/2016,64
31/10/2016,65
1/11/2016,61
2/11/2016,55
3/11/2016,63
4/11/2016,75
5/11/2016,77
6/11/2016,81
7/11/2016,84
8/11/2016,72
9/11/2016,57
10/11/2016,68
11/11/2016,57
12/11/2016,61
13/11/2016,67
14/11/2016,72
15/11/2016,69
16/11/2016,81
17/11/2016,83
18/11/2016,82
19/11/2016,80
20/11/2016,73
21/11/2016,77
22/11/2016,87
23/11/2016,93
24/11/2016,94
25/11/2016,83
26/11/2016,83
27/11/2016,78
28/11/2016,84
29/11/2016,94
30/11/2016,99
1/12/2016,102
2/12/2016,97
3/12/2016,101
4/12/2016,90
5/12/2016,99
6/12/2016,110
7/12/2016,123
8/12/2016,119
9/12/2016,134
10/12/2016,114
11/12/2016,122
12/12/2016,156
13/12/2016,127
14/12/2016,98
15/12/2016,96
16/12/2016,95
17/12/2016,79
18/12/2016,88
19/12/2016,95
20/12/2016,101
21/12/2016,105
22/12/2016,92
23/12/2016,81
24/12/2016,107
25/12/2016,113
26/12/2016,112
27/12/2016,120
28/12/2016,111
29/12/2016,106
30/12/2016,94
31/12/2016,91
1/7/2016,47
2/7/2016,48
3/7/2016,41
4/7/2016,47
5/7/2016,51
6/7/2016,68
7/7/2016,47
8/7/2016,34
9/7/2016,42
10/7/2016,44
11/7/2016,42
12/7/2016,52
13/7/2016,67
14/7/2016,50
15/7/2016,58
16/7/2016,65
17/7/2016,63
18/7/2016,61
19/7/2016,45
20/7/2016,43
21/7/2016,37
22/7/2016,33
23/7/2016,34
24/7/2016,52
25/7/2016,45
26/7/2016,47
27/7/2016,54
28/7/2016,37
29/7/2016,48
30/7/2016,60
31/7/2016,59
1/8/2016,61
2/8/2016,66
3/8/2016,60
4/8/2016,69
5/8/2016,66
6/8/2016,62
7/8/2016,62
8/8/2016,67
9/8/2016,65
10/8/2016,79
11/8/2016,79
12/8/2016,77
13/8/2016,71
14/8/2016,72
15/8/2016,78
16/8/2016,74
17/8/2016,80
18/8/2016,81
19/8/2016,104
20/8/2016,82
21/8/2016,88
22/8/2016,78
23/8/2016,55
24/8/2016,74
25/8/2016,50
26/8/2016,46
27/8/2016,57
28/8/2016,55
29/8/2016,55
30/8/2016,63
31/8/2016,57
1/9/2016,63
2/9/2016,64
3/9/2016,58
4/9/2016,65
5/9/2016,77
6/9/2016,76
7/9/2016,64
8/9/2016,77
9/9/2016,64
10/9/2016,71
11/9/2016,63
12/9/2016,61
13/9/2016,63
14/9/2016,63
15/9/2016,66
16/9/2016,58
17/9/2016,65
18/9/2016,61
19/9/2016,63
20/9/2016,71
21/9/2016,83
22/9/2016,115
23/9/2016,103
24/9/2016,91
25/9/2016,69
26/9/2016,63
27/9/2016,65
28/9/2016,78
29/9/2016,68
30/9/2016,71
1/4/2016,134
2/4/2016,146
3/4/2016,165
4/4/2016,162
5/4/2016,155
6/4/2016,162
7/4/2016,173
8/4/2016,169
9/4/2016,150
10/4/2016,156
11/4/2016,159
12/4/2016,162
13/4/2016,158
14/4/2016,148
15/4/2016,155
16/4/2016,174
17/4/2016,181
18/4/2016,203
19/4/2016,176
20/4/2016,171
21/4/2016,175
22/4/2016,160
23/4/2016,132
24/4/2016,140
25/4/2016,153
26/4/2016,163
27/4/2016,179
28/4/2016,178
29/4/2016,140
30/4/2016,124
1/5/2016,88
2/5/2016,87
3/5/2016,114
4/5/2016,136
5/5/2016,134
6/5/2016,139
7/5/2016,141
8/5/2016,155
9/5/2016,149
10/5/2016,148
11/5/2016,154
12/5/2016,150
13/5/2016,131
14/5/2016,112
15/5/2016,98
16/5/2016,89
17/5/2016,70
18/5/2016,61
19/5/2016,65
20/5/2016,32
21/5/2016,33
22/5/2016,42
23/5/2016,58
24/5/2016,63
25/5/2016,67
26/5/2016,67
27/5/2016,72
28/5/2016,68
29/5/2016,52
30/5/2016,61
31/5/2016,50
1/6/2016,38
2/6/2016,31
3/6/2016,30
4/6/2016,36
5/6/2016,44
6/6/2016,32
7/6/2016,42
8/6/2016,38
9/6/2016,42
10/6/2016,43
11/6/2016,34
12/6/2016,50
13/6/2016,41
14/6/2016,37
15/6/2016,39
16/6/2016,38
17/6/2016,35
18/6/2016,39
19/6/2016,33
20/6/2016,44
21/6/2016,54
22/6/2016,26
23/6/2016,54
24/6/2016,51
25/6/2016,32
26/6/2016,37
27/6/2016,32
28/6/2016,45
29/6/2016,39
30/6/2016,34
6/1/2016,116
7/1/2016,124
8/1/2016,122
9/1/2016,105
10/1/2016,90
11/1/2016,112
12/1/2016,121
13/1/2016,127
14/1/2016,119
15/1/2016,88
16/1/2016,83
17/1/2016,100
18/1/2016,114
19/1/2016,142
20/1/2016,145
21/1/2016,151
22/1/2016,127
23/1/2016,65
24/1/2016,75
25/1/2016,25
26/1/2016,25
27/1/2016,43
28/1/2016,81
29/1/2016,95
30/1/2016,94
31/1/2016,91
1/2/2016,76
2/2/2016,91
3/2/2016,95
4/2/2016,116
5/2/2016,124
6/2/2016,127
7/2/2016,94
8/2/2016,140
9/2/2016,152
10/2/2016,166
11/2/2016,169
12/2/2016,165
13/2/2016,165
14/2/2016,152
15/2/2016,162
16/2/2016,182
17/2/2016,159
18/2/2016,157
19/2/2016,139
20/2/2016,137
21/2/2016,156
22/2/2016,144
23/2/2016,149
24/2/2016,145
25/2/2016,108
26/2/2016,77
27/2/2016,58
28/2/2016,60
29/2/2016,66
1/3/2016,92
2/3/2016,135
3/3/2016,161
4/3/2016,143
5/3/2016,140
6/3/2016,158
7/3/2016,167
8/3/2016,143
9/3/2016,149
10/3/2016,160
11/3/2016,165
12/3/2016,163
13/3/2016,157
14/3/2016,163
15/3/2016,165
16/3/2016,142
17/3/2016,143
18/3/2016,142
19/3/2016,136
20/3/2016,165
21/3/2016,169
22/3/2016,142
23/3/2016,164
24/3/2016,171
25/3/2016,197
26/3/2016,172
27/3/2016,164
28/3/2016,149
29/3/2016,147
30/3/2016,160
31/3/2016,172
