name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chiang mai,29/2/2020,35,19,27.2,34.3,19,27,14.9,50.4,0,0,0,,0,0,24.5,13,176.2,1011.3,27.7,6.3,260.2,22.4,9,,2020-02-29T06:43:36,2020-02-29T18:29:25,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,1/3/2020,36,19,27.5,35.4,19,27.3,14.6,48.6,0.001,100,4.17,rain,0,0,24.5,12.9,127.2,1011.6,13.9,7.1,267.8,23.2,9,,2020-03-01T06:42:53,2020-03-01T18:29:45,0.22,Rain,Clear conditions throughout the day with early morning rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,2/3/2020,36.1,19.5,28.3,35.1,19.5,27.8,13.9,44.9,0,0,0,,0,0,26.6,16.6,176.5,1010.9,15.5,8,263.7,22.7,9,,2020-03-02T06:42:09,2020-03-02T18:30:04,0.25,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,3/3/2020,36,19,28,35.8,19,27.9,14.4,45.7,0.027,100,8.33,rain,0,0,31,18.3,166.4,1010.8,23.7,8.6,250.8,21.6,9,,2020-03-03T06:41:25,2020-03-03T18:30:23,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,4/3/2020,35.1,21,28,36.2,21,28.3,16.4,50.9,0.015,100,8.33,rain,0,0,28.8,20.5,11.9,1011.3,28.9,8.8,236.5,20.4,8,,2020-03-04T06:40:41,2020-03-04T18:30:41,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,5/3/2020,36,20,28.1,35.4,20,27.8,14.2,45.9,0,0,0,,0,0,33.1,16.6,203.3,1011.6,26.4,9.5,240.6,20.9,8,,2020-03-05T06:39:55,2020-03-05T18:31:00,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,6/3/2020,36.1,20,28.5,34.7,20,28.1,13.7,43.3,0,0,0,,0,0,34.2,18.4,210.8,1012.3,30.2,9.9,255.1,21.9,8,,2020-03-06T06:39:10,2020-03-06T18:31:17,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,7/3/2020,35.3,21.1,28.3,34.5,21.1,28,14.3,45,0,0,0,,0,0,24.5,18.3,162.2,1011.8,19.6,9.8,264.2,22.7,9,,2020-03-07T06:38:23,2020-03-07T18:31:35,0.42,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,8/3/2020,37,20.4,28.5,35.6,20.4,28,13.4,43,0,0,0,,0,0,24.8,11.2,247.6,1009.6,6.6,8.3,278,24,10,,2020-03-08T06:37:37,2020-03-08T18:31:52,0.45,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,9/3/2020,37.1,20.5,29.5,36,20.5,29,13.7,40.8,0,0,0,,0,0,24.5,20.5,260.8,1007.2,8.1,8.4,274.2,23.7,9,,2020-03-09T06:36:50,2020-03-09T18:32:09,0.48,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,10/3/2020,36.2,21,28.2,34.6,21,27.6,13,42.9,0,0,0,,0,0,26.3,11.1,201.8,1007.9,2.2,7.9,278,24,9,,2020-03-10T06:36:02,2020-03-10T18:32:26,0.5,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,11/3/2020,38.3,21,29.3,35.8,21,28.3,11.3,38.5,0,0,0,,0,0,31,20.5,187.9,1009.2,19.2,8.4,288.3,24.8,10,,2020-03-11T06:35:14,2020-03-11T18:32:42,0.55,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,12/3/2020,38,18,28.4,35.6,18,27.4,9.1,33.6,0,0,0,,0,0,24.8,16.6,139.9,1011.1,2.6,8.5,293.4,25.5,10,,2020-03-12T06:34:26,2020-03-12T18:32:58,0.58,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,13/3/2020,38.2,20,28.2,36.7,20,27.6,11.7,39,0,0,0,,0,0,22,9.4,162,1011.6,10.5,6.6,288.7,25,10,,2020-03-13T06:33:38,2020-03-13T18:33:14,0.62,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,14/3/2020,38,21,28.4,37.6,21,28.4,14.7,45.5,0,0,0,,0,0,21.2,9.4,191,1010.5,20.7,4.7,283.9,24.5,9,,2020-03-14T06:32:49,2020-03-14T18:33:29,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,15/3/2020,39,22,29.1,38,22,29.3,16.6,50.7,4.957,100,8.33,rain,0,0,33.1,16.6,181.4,1010.5,20.8,5,255.4,22.2,8,,2020-03-15T06:32:00,2020-03-15T18:33:45,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,16/3/2020,37,23.9,29.3,37.2,23.9,29.8,18.6,57.1,0,0,0,,0,0,25.9,16.6,183.5,1011.3,26.9,7.1,250.5,21.6,9,,2020-03-16T06:31:11,2020-03-16T18:34:00,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,17/3/2020,38,21,29.6,37.3,21,29.3,14.7,43.8,0,0,0,,0,0,26.3,12.9,189.3,1011.4,4.1,8.1,289,25.1,10,,2020-03-17T06:30:21,2020-03-17T18:34:15,0.75,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,18/3/2020,38.1,21,29.7,37.2,21,29.3,14.1,42.6,0,0,0,,0,0,25.9,18.4,184.7,1009.1,8.9,8.4,287.1,24.8,9,,2020-03-18T06:29:32,2020-03-18T18:34:30,0.79,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,19/3/2020,37,21.4,29.4,35.8,21.4,28.9,14,42.5,0,0,0,,0,0,23,12.9,163.6,1008.6,19.3,6.7,282.4,24.5,10,,2020-03-19T06:28:42,2020-03-19T18:34:44,0.82,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,20/3/2020,37.9,23.2,30.1,35.3,23.2,29.3,12,37.3,0,0,0,,0,0,29.2,20.5,184.5,1009.1,23.3,6.3,275.8,23.9,10,,2020-03-20T06:27:52,2020-03-20T18:34:59,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,21/3/2020,37.2,21,29.1,34.6,21,28.1,10.5,35.6,0,0,0,,0,0,33.5,18.3,186.3,1010.3,5.8,8.1,290.7,25.3,10,,2020-03-21T06:27:02,2020-03-21T18:35:13,0.89,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,22/3/2020,36.1,21,29.1,35.1,21,28.5,12.8,39.5,0,0,0,,0,0,32,13,183.4,1010,9.8,8.1,286,24.7,10,,2020-03-22T06:26:12,2020-03-22T18:35:27,0.93,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,23/3/2020,37,20.3,28.8,35.1,20.3,28,11.7,37.5,0,0,0,,0,0,27.7,16.5,162.8,1009.4,8.1,6.9,275.1,23.9,9,,2020-03-23T06:25:21,2020-03-23T18:35:42,0.96,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,24/3/2020,38,21.2,29.7,36.1,21.2,28.8,11.5,35.8,0,0,0,,0,0,31.7,22.3,189.3,1007.8,11.3,7.6,277.3,24.3,9,,2020-03-24T06:24:31,2020-03-24T18:35:56,0,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,25/3/2020,37.1,20.7,29,35.4,20.7,28.1,11.3,36.7,0,0,0,,0,0,31.3,20.5,200.6,1007.4,14.1,7.6,286.5,24.9,10,,2020-03-25T06:23:41,2020-03-25T18:36:10,0.03,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,26/3/2020,38.1,21,29.9,36.3,21,28.9,11.3,35.2,0,0,0,,0,0,32.4,24.1,209.7,1008.6,8.5,6.5,306.3,26.4,10,,2020-03-26T06:22:51,2020-03-26T18:36:24,0.06,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,27/3/2020,38.1,22,29.9,36.1,22,29,12,36.6,0,0,0,,0,0,27.7,20.5,178.6,1009.2,0,6.7,305.3,26.4,10,,2020-03-27T06:22:01,2020-03-27T18:36:38,0.1,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,28/3/2020,37.4,22.6,29,36,22.6,28.6,13.1,40.1,0,0,0,,0,0,27,11.2,198,1008.2,0.4,6,304.2,26.4,10,,2020-03-28T06:21:11,2020-03-28T18:36:52,0.13,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,29/3/2020,38.1,22,29.6,37.4,22,29.1,13.6,40.7,0,0,0,,0,0,28.1,9.4,169.6,1007.1,1.1,5.1,309,26.6,10,,2020-03-29T06:20:20,2020-03-29T18:37:06,0.16,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,30/3/2020,39,22,30.3,38.1,22,29.9,13.8,39.1,0,0,0,,0,0,27.4,12.9,206.5,1007.4,5,5.7,304.1,26.4,10,,2020-03-30T06:19:31,2020-03-30T18:37:20,0.2,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,31/3/2020,40.1,23,31,38.1,23,30.7,14.1,39.3,0,0,0,,0,0,27,12.9,187.7,1007.9,1.6,7.1,305.5,26.6,10,,2020-03-31T06:18:41,2020-03-31T18:37:34,0.23,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,1/4/2020,41,22.9,31.3,38.4,22.9,30.4,11.5,34.2,0,0,0,,0,0,31.3,20.5,180.3,1007.5,0,7.1,311.3,26.9,10,,2020-04-01T06:17:51,2020-04-01T18:37:48,0.25,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,2/4/2020,40,22,30.7,38.1,22,29.8,10.9,32.5,0,0,0,,0,0,32,18.4,194,1008.2,1.4,7,303,26.1,10,,2020-04-02T06:17:02,2020-04-02T18:38:02,0.3,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,3/4/2020,39.2,21.3,30.6,36.9,21.3,29.5,10.5,32.8,0,0,0,,0,0,29.9,18.4,186.7,1009.3,4.6,6.6,315.8,27.2,10,,2020-04-03T06:16:13,2020-04-03T18:38:16,0.33,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,4/4/2020,39.1,22,30,36.6,22,29,10.5,33.7,0,0,0,,0,0,27.4,14.8,154.5,1009.6,1.7,7,316,27.2,10,,2020-04-04T06:15:24,2020-04-04T18:38:30,0.37,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,5/4/2020,38.3,22.2,30.2,37.3,22.2,29.7,12.6,35.9,0,0,0,,0,0,27,12.9,158.9,1009.4,9,5.3,295.3,25.5,10,,2020-04-05T06:14:35,2020-04-05T18:38:44,0.4,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,6/4/2020,38.2,24,31.3,38.6,24,31.7,16.3,42.4,0,0,0,,0,0,30.2,15.5,200.3,1008.2,19.6,5.6,280.8,24.2,9,,2020-04-06T06:13:47,2020-04-06T18:38:59,0.44,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,7/4/2020,39.1,26,31.9,38.9,26,31.8,15.2,39.8,0,0,0,,0,0,31.7,22.4,186,1007.2,18.3,7.4,291.3,25.2,10,,2020-04-07T06:12:58,2020-04-07T18:39:13,0.47,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,8/4/2020,38,23,30.6,36.6,23,30.2,13.9,38.9,0,0,0,,0,0,25.9,14.7,207.6,1008.8,13.9,7.2,277.2,24,9,,2020-04-08T06:12:11,2020-04-08T18:39:28,0.5,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,9/4/2020,38.3,25.8,31.7,36.4,25.8,31,13.4,35.7,0,0,0,,0,0,29.9,14.7,180.8,1009.5,19.4,7.3,282.3,24.3,9,,2020-04-09T06:11:23,2020-04-09T18:39:43,0.54,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,10/4/2020,38.1,22,30.4,36.3,22,29.5,11.8,35.2,0,0,0,,0,0,31.7,14.8,178.9,1011.2,13.1,8.6,307.8,26.5,10,,2020-04-10T06:10:36,2020-04-10T18:39:58,0.57,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,11/4/2020,37.3,23,30.3,36.9,23,30.1,14.1,38.9,0,0,0,,0,0,25.2,11.1,128.8,1011.1,31.6,7.8,278,24.1,10,,2020-04-11T06:09:49,2020-04-11T18:40:13,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,12/4/2020,40,25,31.7,38.5,25,31.5,14.9,39.1,0,0,0,,0,0,26.6,14.8,174.5,1008.9,15.7,7.5,263.3,22.7,8,,2020-04-12T06:09:03,2020-04-12T18:40:28,0.64,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,13/4/2020,37.2,23,30.9,37.4,23,31.3,15.7,41.1,0,0,0,,0,0,49.7,14.8,162.9,1008.9,20.2,8,252.2,21.9,8,,2020-04-13T06:08:17,2020-04-13T18:40:43,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,14/4/2020,35.3,27,30.7,36.4,28.2,32,19,50.9,0,0,0,,0,0,24.1,14.7,179.2,1011.6,52.9,8.5,211.1,18.3,8,,2020-04-14T06:07:32,2020-04-14T18:40:59,0.7,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,15/4/2020,37,25,29.8,37.4,25,31,19.2,55,4.946,100,8.33,rain,0,0,23.8,16.2,201.8,1010.6,36.1,8.7,285.2,24.8,9,,2020-04-15T06:06:47,2020-04-15T18:41:15,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,16/4/2020,38.1,23,29.7,38.2,23,29.9,17.6,53.2,0.629,100,4.17,rain,0,0,27.7,14.8,155.4,1008.9,23.2,9.1,287.7,24.8,9,,2020-04-16T06:06:03,2020-04-16T18:41:31,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,17/4/2020,39.1,24,31.5,39,24,31.1,14.4,39.1,0,0,0,,0,0,28.8,20.5,193.9,1008.4,18.4,8,302.4,26.2,9,,2020-04-17T06:05:19,2020-04-17T18:41:47,0.8,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,18/4/2020,37,25,30.8,38,25,31.1,16.6,43.4,0,0,0,,0,0,25.2,20.5,186,1009.8,41.7,8.6,262.7,22.8,9,,2020-04-18T06:04:36,2020-04-18T18:42:03,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,19/4/2020,37.1,25,31.3,39.1,25,32.2,18.1,47.2,0.106,100,8.33,rain,0,0,24.5,18.4,183.2,1009.1,22.2,8.9,289.6,25,9,,2020-04-19T06:03:53,2020-04-19T18:42:20,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,20/4/2020,39.1,26,32.2,40.3,26,33,18,45.5,0,0,0,,0,0,23.8,12.9,169.5,1009.2,20.9,8.8,287.9,24.9,9,,2020-04-20T06:03:11,2020-04-20T18:42:37,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,21/4/2020,40.3,24,32.7,40.9,24,33.3,17.4,43.5,0,0,0,,0,0,36.7,12.9,173.7,1008.1,16.1,8,300.6,26,10,,2020-04-21T06:02:30,2020-04-21T18:42:54,0.94,Clear,Clear conditions throughout the day.,clear-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,22/4/2020,40.1,26,33.4,40.9,26,33.8,16.3,38.6,0,0,0,,0,0,37.1,22.3,208.4,1007.6,20.6,8.8,298.8,25.9,10,,2020-04-22T06:01:49,2020-04-22T18:43:11,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,23/4/2020,40,26,32.9,40.6,26,33.7,17.3,41.1,0,0,0,,0,0,35.3,18.3,185.6,1008.1,28.2,10,293.6,25.4,10,,2020-04-23T06:01:09,2020-04-23T18:43:29,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,24/4/2020,38.1,28,32.8,38.6,29.6,34,18.2,43.7,0,0,0,,0,0,36.7,18.3,189.5,1008.6,32.5,9.9,272.7,23.6,9,,2020-04-24T06:00:29,2020-04-24T18:43:47,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,25/4/2020,34,23,28.2,36.7,23,30,20.5,64,22.62,100,12.5,rain,0,0,38.9,22.3,149.8,1010.8,37,9.8,210.9,18.3,8,,2020-04-25T05:59:50,2020-04-25T18:44:05,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,26/4/2020,31.1,23,26.2,33.8,23,27.3,21.6,77.1,8.393,100,25,rain,0,0,22.3,13,39.1,1013.3,56.4,9.4,213.9,18.4,8,,2020-04-26T05:59:12,2020-04-26T18:44:23,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,27/4/2020,30,21,25.3,31.9,21,26,19.9,73.6,23.675,100,16.67,rain,0,0,19.1,38.9,359.9,1015.7,62.6,9.3,114.8,9.8,5,,2020-04-27T05:58:35,2020-04-27T18:44:42,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,28/4/2020,33.2,24.9,28.5,34.4,24.9,29.4,19.3,58.8,0.09,100,4.17,rain,0,0,20.9,22.3,24.3,1013.3,65.2,10,232.5,20.3,8,,2020-04-28T05:57:58,2020-04-28T18:45:01,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,29/4/2020,29.4,23,25.8,31.4,23,26.5,22,80.3,4.676,100,25,rain,0,0,30.6,24.1,11.9,1012.5,58.9,9.8,196.1,17,7,,2020-04-29T05:57:23,2020-04-29T18:45:20,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,30/4/2020,32,24,27.3,35.8,24,28.9,22.3,75.5,0.898,100,25,rain,0,0,26.6,13.9,248.6,1012.4,76.5,9.9,150.5,13.2,8,,2020-04-30T05:56:47,2020-04-30T18:45:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,1/5/2020,33.2,24,27.1,37.3,24,28.5,22.6,77.9,17.159,100,20.83,rain,0,0,23.8,14.7,10.9,1010.5,57.5,10,230.6,19.9,7,,2020-05-01T05:56:13,2020-05-01T18:45:59,0.25,"Rain, Partially cloudy",Clearing in the afternoon with a chance of rain throughout the day.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,2/5/2020,34.3,22,27,38.4,22,28.6,22.3,77.6,12.481,100,16.67,rain,0,0,21.2,18.3,236,1009.6,36.3,9.7,234.8,20.4,8,,2020-05-02T05:55:40,2020-05-02T18:46:19,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,3/5/2020,34.1,24,27.7,38,24,29.5,22.1,72.9,0,0,0,,0,0,26.3,25.9,9.7,1009.5,59.4,10,262,22.6,8,,2020-05-03T05:55:07,2020-05-03T18:46:39,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,4/5/2020,37.1,24,30.1,40.4,24,32.6,22.2,65.6,0,0,0,,0,0,26.3,22.2,27.4,1009.4,25.1,10,287.5,24.9,9,,2020-05-04T05:54:36,2020-05-04T18:46:59,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,5/5/2020,38.2,25,31.9,41,25,34.5,21.4,56.8,0.002,100,4.17,rain,0,0,25.6,20.5,210,1007.7,29,10,298.9,26,10,,2020-05-05T05:54:05,2020-05-05T18:47:20,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,6/5/2020,39.2,27,32,43.5,29.2,35.8,22.2,58.5,0.539,100,4.17,rain,0,0,42.5,18.3,211.3,1006.8,29.4,10,297.7,25.9,10,,2020-05-06T05:53:35,2020-05-06T18:47:41,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,7/5/2020,39.1,26,31.9,43.6,26,35.5,22.1,58.6,2.449,100,4.17,rain,0,0,27.7,22.3,168.8,1006.5,33.7,10,301.1,26,10,,2020-05-07T05:53:06,2020-05-07T18:48:02,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,8/5/2020,37.3,26,30.1,43.2,26,33,21.6,61.8,0.449,100,12.5,rain,0,0,29.5,24.1,203.7,1007.1,48.5,10,251.4,21.7,9,,2020-05-08T05:52:37,2020-05-08T18:48:23,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,9/5/2020,37,26,31,43.2,26,34.3,22.4,62,0.03,100,8.33,rain,0,0,25.6,17.4,215.3,1008,60.1,10,286.3,24.9,10,,2020-05-09T05:52:10,2020-05-09T18:48:45,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,10/5/2020,36,27,30.2,42,28.5,33.7,22.1,62.8,0.117,100,8.33,rain,0,0,24.5,33.4,2.4,1008.9,32.4,10,274.1,23.7,9,,2020-05-10T05:51:44,2020-05-10T18:49:06,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,11/5/2020,38,23,29.5,41.4,23,31.4,21.1,63.6,1.305,100,12.5,rain,0,0,24.8,18.4,220.6,1010,38.8,10.1,286.9,25,9,,2020-05-11T05:51:18,2020-05-11T18:49:28,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,12/5/2020,36.4,25,30.1,40.8,25,32.1,20.6,58.1,0.004,100,4.17,rain,0,0,25.9,16.6,194.5,1009.2,43.9,10.1,276.7,23.8,9,,2020-05-12T05:50:54,2020-05-12T18:49:50,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,13/5/2020,37,25,30.8,39.9,25,33,20.9,57.3,0,0,0,,0,0,29.5,16.6,178.3,1008.3,41.2,10.1,261.8,22.6,9,,2020-05-13T05:50:31,2020-05-13T18:50:13,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,14/5/2020,37,25,30.4,39.5,25,32.7,20.8,58.4,0.013,100,8.33,rain,0,0,26.6,14.8,254.2,1008.9,28.4,10.1,268.1,23.1,9,,2020-05-14T05:50:08,2020-05-14T18:50:35,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
chiang mai,15/5/2020,38.2,24,30,40.9,24,32,21.3,62.2,2.697,100,8.33,rain,0,0,26.6,24.1,328,1006.3,41,10.1,284.8,24.7,9,,2020-05-15T05:49:47,2020-05-15T18:50:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48327099999,48329099999,48334099999,VTCC,48328099999,VTCL"
